IP地址,端口,TLS,数据中心,地区,城市,延迟(ms),速度(MB/s)
104.18.105.118,2082,FALSE,SJC,North America,San Jose,176,15.55
198.41.219.189,2052,FALSE,SJC,North America,San Jose,158,15.54
104.18.78.137,2086,FALSE,SJC,North America,San Jose,131,15.53
104.16.247.54,8080,FALSE,SJC,North America,San Jose,171,15.53
104.18.137.76,2086,FALSE,SJC,North America,San Jose,149,15.52
104.16.139.212,8080,FALSE,SJC,North America,San Jose,158,15.52
104.16.164.16,8880,FALSE,SJC,North America,San Jose,150,15.52
104.19.217.243,8880,FALSE,SJC,North America,San Jose,165,15.51
104.17.212.236,2086,FALSE,SJC,North America,San Jose,134,15.51
104.17.44.134,2082,FALSE,SJC,North America,San Jose,132,15.5
104.17.149.124,2052,FALSE,SJC,North America,San Jose,157,15.5
104.17.146.114,8080,FALSE,SJC,North America,San Jose,175,15.5
104.18.119.237,80,FALSE,SJC,North America,San Jose,154,15.5
104.17.59.131,80,FALSE,SJC,North America,San Jose,144,15.49
104.17.160.226,80,FALSE,SJC,North America,San Jose,162,15.49
104.16.219.208,8880,FALSE,SJC,North America,San Jose,145,15.49
104.17.241.218,2052,FALSE,SJC,North America,San Jose,141,15.49
104.18.190.173,2052,FALSE,SJC,North America,San Jose,151,15.48
104.17.77.119,2052,FALSE,SJC,North America,San Jose,139,15.48
104.21.225.53,8880,FALSE,SJC,North America,San Jose,136,15.47
104.17.110.203,80,FALSE,SJC,North America,San Jose,147,15.47
104.18.215.209,2082,FALSE,SJC,North America,San Jose,140,15.46
104.17.129.146,80,FALSE,SJC,North America,San Jose,154,15.46
104.16.148.215,2086,FALSE,SJC,North America,San Jose,150,15.46
104.16.174.88,8080,FALSE,SJC,North America,San Jose,149,15.44
104.18.108.252,8880,FALSE,SJC,North America,San Jose,150,15.44
104.16.63.9,80,FALSE,SJC,North America,San Jose,148,15.43
104.17.212.139,2052,FALSE,SJC,North America,San Jose,144,15.43
104.17.243.72,8080,FALSE,SJC,North America,San Jose,166,15.43
104.18.123.252,80,FALSE,SJC,North America,San Jose,162,15.41
104.16.60.104,2052,FALSE,SJC,North America,San Jose,130,15.41
104.16.248.31,2086,FALSE,SJC,North America,San Jose,131,15.4
104.18.237.15,80,FALSE,SJC,North America,San Jose,140,15.4
104.17.163.101,2086,FALSE,SJC,North America,San Jose,155,15.4
104.17.73.123,2052,FALSE,SJC,North America,San Jose,141,15.39
104.17.88.231,80,FALSE,SJC,North America,San Jose,164,15.39
104.18.145.144,2082,FALSE,SJC,North America,San Jose,158,15.39
104.17.149.233,2086,FALSE,SJC,North America,San Jose,148,15.39
104.21.239.149,80,FALSE,SJC,North America,San Jose,165,15.37
104.17.231.139,8080,FALSE,SJC,North America,San Jose,166,15.35
104.18.72.226,2052,FALSE,SJC,North America,San Jose,132,15.35
104.16.215.113,80,FALSE,SJC,North America,San Jose,152,15.35
104.16.52.54,2086,FALSE,SJC,North America,San Jose,141,15.33
104.18.255.181,2082,FALSE,SJC,North America,San Jose,140,15.33
104.18.197.64,8880,FALSE,SJC,North America,San Jose,131,15.33
104.18.132.232,8880,FALSE,SJC,North America,San Jose,159,15.32
104.17.249.109,8080,FALSE,SJC,North America,San Jose,149,15.31
104.16.156.44,2052,FALSE,SJC,North America,San Jose,154,15.31
104.16.213.5,2052,FALSE,SJC,North America,San Jose,139,15.31
104.17.204.173,2086,FALSE,SJC,North America,San Jose,162,15.3
104.19.244.99,2052,FALSE,SJC,North America,San Jose,139,15.3
104.17.228.168,2082,FALSE,SJC,North America,San Jose,153,15.3
104.17.224.166,8080,FALSE,SJC,North America,San Jose,131,15.29
104.17.40.84,2086,FALSE,SJC,North America,San Jose,152,15.29
104.17.151.161,80,FALSE,SJC,North America,San Jose,149,15.29
104.16.23.177,80,FALSE,SJC,North America,San Jose,166,15.28
104.18.89.30,2082,FALSE,SJC,North America,San Jose,140,15.27
104.16.207.51,2086,FALSE,SJC,North America,San Jose,156,15.27
104.18.135.33,2086,FALSE,SJC,North America,San Jose,144,15.27
104.16.226.21,2086,FALSE,SJC,North America,San Jose,128,15.26
104.18.65.114,8880,FALSE,SJC,North America,San Jose,133,15.26
104.17.198.29,80,FALSE,SJC,North America,San Jose,150,15.26
104.21.239.63,2052,FALSE,SJC,North America,San Jose,162,15.26
104.16.190.189,2052,FALSE,SJC,North America,San Jose,140,15.25
104.17.38.23,2082,FALSE,SJC,North America,San Jose,158,15.25
104.18.217.130,2052,FALSE,SJC,North America,San Jose,142,15.25
104.17.186.181,2086,FALSE,SJC,North America,San Jose,150,15.24
104.17.112.159,8080,FALSE,SJC,North America,San Jose,157,15.24
104.19.147.158,8880,FALSE,SJC,North America,San Jose,160,15.24
104.17.18.128,8880,FALSE,SJC,North America,San Jose,143,15.22
104.19.238.137,2052,FALSE,SJC,North America,San Jose,144,15.21
104.18.73.196,2086,FALSE,SJC,North America,San Jose,157,15.2
104.18.152.95,2052,FALSE,SJC,North America,San Jose,143,15.2
104.17.27.209,8880,FALSE,SJC,North America,San Jose,142,15.2
190.93.246.121,2095,FALSE,SJC,North America,San Jose,141,15.17
104.21.236.10,2052,FALSE,SJC,North America,San Jose,154,15.17
162.159.60.8,2086,FALSE,SJC,North America,San Jose,142,15.17
104.16.173.19,2082,FALSE,SJC,North America,San Jose,140,15.16
104.16.237.199,2086,FALSE,SJC,North America,San Jose,149,15.16
104.17.203.184,8080,FALSE,SJC,North America,San Jose,151,15.15
104.18.134.230,2052,FALSE,SJC,North America,San Jose,135,15.15
104.17.209.160,8080,FALSE,SJC,North America,San Jose,140,15.15
104.18.83.243,80,FALSE,SJC,North America,San Jose,159,15.13
104.18.135.157,8880,FALSE,SJC,North America,San Jose,145,15.13
104.17.151.8,8080,FALSE,SJC,North America,San Jose,165,15.13
104.17.164.101,2052,FALSE,SJC,North America,San Jose,150,15.12
104.16.150.231,2086,FALSE,SJC,North America,San Jose,149,15.11
104.17.66.253,8080,FALSE,SJC,North America,San Jose,150,15.1
104.17.234.112,2086,FALSE,SJC,North America,San Jose,131,15.09
104.16.139.113,2086,FALSE,SJC,North America,San Jose,146,15.09
104.16.211.215,80,FALSE,SJC,North America,San Jose,171,15.09
104.16.22.138,2052,FALSE,SJC,North America,San Jose,135,15.08
104.17.206.76,8080,FALSE,SJC,North America,San Jose,156,15.08
104.17.203.244,2052,FALSE,SJC,North America,San Jose,142,15.06
104.16.249.145,2082,FALSE,SJC,North America,San Jose,155,15.06
190.93.247.112,80,FALSE,SJC,North America,San Jose,150,15.04
104.18.137.88,2082,FALSE,SJC,North America,San Jose,151,15.04
104.17.111.188,2082,FALSE,SJC,North America,San Jose,133,15.01
104.21.229.25,80,FALSE,SJC,North America,San Jose,153,15
104.19.151.87,8880,FALSE,SJC,North America,San Jose,157,15
104.16.163.52,8880,FALSE,SJC,North America,San Jose,140,15
104.17.41.80,80,FALSE,SJC,North America,San Jose,153,15
104.18.127.188,2086,FALSE,SJC,North America,San Jose,137,15
104.16.69.199,2052,FALSE,SJC,North America,San Jose,139,15
104.18.108.9,80,FALSE,SJC,North America,San Jose,157,14.99
104.17.176.110,80,FALSE,SJC,North America,San Jose,146,14.99
104.18.110.20,8880,FALSE,SJC,North America,San Jose,144,14.99
162.159.60.57,2052,FALSE,SJC,North America,San Jose,155,14.98
104.16.214.229,8080,FALSE,SJC,North America,San Jose,163,14.98
104.16.154.234,2082,FALSE,SJC,North America,San Jose,143,14.97
104.17.2.234,2052,FALSE,SJC,North America,San Jose,157,14.97
104.17.56.219,80,FALSE,SJC,North America,San Jose,149,14.97
104.18.172.31,2086,FALSE,SJC,North America,San Jose,129,14.97
104.16.252.115,2082,FALSE,SJC,North America,San Jose,127,14.96
104.16.253.33,2052,FALSE,SJC,North America,San Jose,147,14.96
104.19.239.168,8880,FALSE,SJC,North America,San Jose,154,14.95
104.17.142.143,2086,FALSE,SJC,North America,San Jose,162,14.95
104.17.32.89,8080,FALSE,SJC,North America,San Jose,150,14.94
104.18.162.96,2086,FALSE,SJC,North America,San Jose,125,14.93
104.16.238.202,80,FALSE,SJC,North America,San Jose,144,14.93
104.19.157.115,8880,FALSE,SJC,North America,San Jose,133,14.93
104.21.230.164,2052,FALSE,SJC,North America,San Jose,147,14.92
104.17.154.207,2082,FALSE,SJC,North America,San Jose,138,14.92
104.17.143.230,80,FALSE,SJC,North America,San Jose,151,14.91
104.16.179.239,8080,FALSE,SJC,North America,San Jose,168,14.91
104.16.136.113,8080,FALSE,SJC,North America,San Jose,166,14.91
104.21.232.179,2082,FALSE,SJC,North America,San Jose,140,14.91
104.16.179.105,80,FALSE,SJC,North America,San Jose,135,14.91
104.17.165.38,2052,FALSE,SJC,North America,San Jose,143,14.9
104.18.117.179,2052,FALSE,SJC,North America,San Jose,142,14.9
104.17.232.80,2082,FALSE,SJC,North America,San Jose,157,14.89
104.17.0.149,2082,FALSE,SJC,North America,San Jose,134,14.89
104.16.213.113,2086,FALSE,SJC,North America,San Jose,145,14.87
104.17.18.103,2086,FALSE,SJC,North America,San Jose,145,14.87
104.17.97.59,2082,FALSE,SJC,North America,San Jose,156,14.86
104.17.205.39,2086,FALSE,SJC,North America,San Jose,141,14.85
104.18.109.72,8880,FALSE,SJC,North America,San Jose,151,14.85
104.17.87.144,2052,FALSE,SJC,North America,San Jose,144,14.84
104.17.67.167,2052,FALSE,SJC,North America,San Jose,150,14.83
104.17.57.220,2082,FALSE,SJC,North America,San Jose,133,14.8
104.17.45.29,80,FALSE,SJC,North America,San Jose,141,14.8
104.16.245.46,8880,FALSE,SJC,North America,San Jose,166,14.79
104.18.229.20,8880,FALSE,SJC,North America,San Jose,126,14.79
104.16.210.46,8880,FALSE,SJC,North America,San Jose,152,14.79
104.19.191.242,80,FALSE,SJC,North America,San Jose,145,14.78
104.17.19.47,2086,FALSE,SJC,North America,San Jose,134,14.78
104.16.13.254,2052,FALSE,SJC,North America,San Jose,130,14.78
104.17.115.175,80,FALSE,SJC,North America,San Jose,159,14.77
104.16.253.104,2082,FALSE,SJC,North America,San Jose,147,14.77
104.17.147.195,2086,FALSE,SJC,North America,San Jose,131,14.76
104.21.235.17,2095,FALSE,SJC,North America,San Jose,134,14.76
104.19.222.253,2082,FALSE,SJC,North America,San Jose,134,14.76
104.17.31.205,8880,FALSE,SJC,North America,San Jose,149,14.74
104.16.64.226,80,FALSE,SJC,North America,San Jose,152,14.74
104.18.92.122,2086,FALSE,SJC,North America,San Jose,149,14.74
104.17.134.189,8080,FALSE,SJC,North America,San Jose,151,14.73
104.17.15.88,2086,FALSE,SJC,North America,San Jose,157,14.73
104.17.200.204,80,FALSE,SJC,North America,San Jose,150,14.72
104.17.211.17,80,FALSE,SJC,North America,San Jose,154,14.71
104.19.230.118,2086,FALSE,SJC,North America,San Jose,134,14.71
104.16.127.47,2052,FALSE,SJC,North America,San Jose,143,14.7
104.17.193.151,2052,FALSE,SJC,North America,San Jose,148,14.7
104.17.26.215,2052,FALSE,SJC,North America,San Jose,150,14.7
104.16.99.19,2082,FALSE,SJC,North America,San Jose,148,14.69
104.18.216.163,2082,FALSE,SJC,North America,San Jose,131,14.68
104.17.63.88,8080,FALSE,SJC,North America,San Jose,175,14.67
104.18.181.160,8880,FALSE,SJC,North America,San Jose,150,14.66
104.17.252.220,2052,FALSE,SJC,North America,San Jose,152,14.66
104.17.135.126,8080,FALSE,SJC,North America,San Jose,139,14.66
104.18.162.146,8880,FALSE,SJC,North America,San Jose,143,14.65
104.16.47.108,80,FALSE,SJC,North America,San Jose,137,14.65
104.16.254.39,8080,FALSE,SJC,North America,San Jose,160,14.65
104.16.183.51,2086,FALSE,SJC,North America,San Jose,154,14.64
104.16.233.222,8080,FALSE,SJC,North America,San Jose,150,14.63
104.17.255.157,8080,FALSE,SJC,North America,San Jose,159,14.62
104.18.183.10,2086,FALSE,SJC,North America,San Jose,136,14.6
104.18.178.57,2052,FALSE,SJC,North America,San Jose,145,14.59
104.16.183.32,2082,FALSE,SJC,North America,San Jose,149,14.58
104.16.248.30,8880,FALSE,SJC,North America,San Jose,142,14.58
104.19.179.115,8880,FALSE,SJC,North America,San Jose,154,14.58
104.16.180.132,2082,FALSE,SJC,North America,San Jose,140,14.58
104.17.43.82,2086,FALSE,SJC,North America,San Jose,141,14.56
104.17.23.82,80,FALSE,SJC,North America,San Jose,166,14.56
104.19.229.184,2086,FALSE,SJC,North America,San Jose,131,14.56
104.16.157.88,80,FALSE,SJC,North America,San Jose,167,14.55
104.18.126.238,2086,FALSE,SJC,North America,San Jose,137,14.55
104.17.234.31,80,FALSE,SJC,North America,San Jose,171,14.54
104.17.59.44,2082,FALSE,SJC,North America,San Jose,145,14.54
104.17.221.114,2086,FALSE,SJC,North America,San Jose,152,14.53
104.17.98.206,2052,FALSE,SJC,North America,San Jose,154,14.53
104.16.222.29,8880,FALSE,SJC,North America,San Jose,152,14.53
104.16.180.131,8880,FALSE,SJC,North America,San Jose,142,14.52
104.17.80.216,80,FALSE,SJC,North America,San Jose,140,14.52
104.19.208.14,2052,FALSE,SJC,North America,San Jose,152,14.51
104.17.191.181,2052,FALSE,SJC,North America,San Jose,154,14.5
104.17.182.183,2052,FALSE,SJC,North America,San Jose,149,14.49
104.18.100.222,80,FALSE,SJC,North America,San Jose,151,14.49
104.19.253.88,8880,FALSE,SJC,North America,San Jose,148,14.49
104.17.101.55,2052,FALSE,SJC,North America,San Jose,143,14.49
104.17.152.92,2086,FALSE,SJC,North America,San Jose,156,14.48
104.19.235.188,8880,FALSE,SJC,North America,San Jose,150,14.48
104.17.105.93,8080,FALSE,SJC,North America,San Jose,145,14.46
104.17.231.153,2086,FALSE,SJC,North America,San Jose,147,14.46
104.16.232.66,8080,FALSE,SJC,North America,San Jose,143,14.45
104.16.176.187,2052,FALSE,SJC,North America,San Jose,145,14.45
104.16.242.35,2052,FALSE,SJC,North America,San Jose,156,14.44
104.17.114.104,2052,FALSE,SJC,North America,San Jose,149,14.43
104.17.94.252,2086,FALSE,SJC,North America,San Jose,133,14.42
104.16.58.55,80,FALSE,SJC,North America,San Jose,145,14.42
104.17.147.136,2082,FALSE,SJC,North America,San Jose,148,14.4
104.16.214.91,2052,FALSE,SJC,North America,San Jose,153,14.4
104.18.123.92,2082,FALSE,SJC,North America,San Jose,138,14.38
104.17.92.205,80,FALSE,SJC,North America,San Jose,172,14.38
104.17.97.111,2086,FALSE,SJC,North America,San Jose,143,14.38
190.93.245.232,2095,FALSE,SJC,North America,San Jose,126,14.37
104.17.105.90,2052,FALSE,SJC,North America,San Jose,159,14.37
104.17.121.122,8080,FALSE,SJC,North America,San Jose,164,14.37
104.18.226.120,2082,FALSE,SJC,North America,San Jose,148,14.37
104.18.86.247,2082,FALSE,SJC,North America,San Jose,133,14.36
104.17.217.108,2086,FALSE,SJC,North America,San Jose,160,14.36
104.17.42.85,80,FALSE,SJC,North America,San Jose,139,14.35
104.16.169.214,8080,FALSE,SJC,North America,San Jose,159,14.35
104.18.246.55,8880,FALSE,SJC,North America,San Jose,149,14.34
104.16.209.80,2082,FALSE,SJC,North America,San Jose,143,14.34
104.18.94.239,2052,FALSE,SJC,North America,San Jose,142,14.34
104.17.4.239,2082,FALSE,SJC,North America,San Jose,143,14.33
104.16.137.127,80,FALSE,SJC,North America,San Jose,162,14.33
104.17.39.23,2082,FALSE,SJC,North America,San Jose,135,14.32
188.114.97.7,2082,FALSE,SJC,North America,San Jose,155,14.32
104.21.224.245,80,FALSE,SJC,North America,San Jose,169,14.31
104.19.219.9,2052,FALSE,SJC,North America,San Jose,150,14.31
104.17.191.32,80,FALSE,SJC,North America,San Jose,168,14.3
104.19.227.92,8880,FALSE,SJC,North America,San Jose,149,14.29
104.16.178.171,8080,FALSE,SJC,North America,San Jose,164,14.29
104.17.37.170,2052,FALSE,SJC,North America,San Jose,147,14.28
104.17.219.163,2086,FALSE,SJC,North America,San Jose,131,14.28
104.18.73.56,2082,FALSE,SJC,North America,San Jose,146,14.27
104.17.54.52,8080,FALSE,SJC,North America,San Jose,156,14.26
104.16.196.158,2082,FALSE,SJC,North America,San Jose,142,14.26
104.17.18.248,2082,FALSE,SJC,North America,San Jose,140,14.25
104.16.20.165,2086,FALSE,SJC,North America,San Jose,127,14.25
104.16.170.117,8080,FALSE,SJC,North America,San Jose,160,14.25
104.18.219.96,8880,FALSE,SJC,North America,San Jose,147,14.23
104.16.194.152,8080,FALSE,SJC,North America,San Jose,166,14.21
104.16.245.81,80,FALSE,SJC,North America,San Jose,166,14.18
104.16.191.151,2082,FALSE,SJC,North America,San Jose,144,14.17
104.18.153.35,8880,FALSE,SJC,North America,San Jose,150,14.17
104.17.167.132,2082,FALSE,SJC,North America,San Jose,160,14.16
104.17.107.64,2082,FALSE,SJC,North America,San Jose,127,14.16
104.16.166.190,8880,FALSE,SJC,North America,San Jose,151,14.16
104.18.131.5,8880,FALSE,SJC,North America,San Jose,150,14.15
104.16.168.48,8080,FALSE,SJC,North America,San Jose,160,14.15
104.16.254.247,2082,FALSE,SJC,North America,San Jose,135,14.15
104.17.85.80,80,FALSE,SJC,North America,San Jose,173,14.14
104.17.183.141,80,FALSE,SJC,North America,San Jose,147,14.14
104.17.177.21,2086,FALSE,SJC,North America,San Jose,151,14.13
104.17.204.150,80,FALSE,SJC,North America,San Jose,165,14.13
104.18.165.180,2086,FALSE,SJC,North America,San Jose,143,14.13
104.17.254.72,2052,FALSE,SJC,North America,San Jose,147,14.12
104.16.195.64,2086,FALSE,SJC,North America,San Jose,159,14.12
104.17.168.224,2052,FALSE,SJC,North America,San Jose,159,14.11
104.16.250.105,2086,FALSE,SJC,North America,San Jose,137,14.1
104.18.64.82,2052,FALSE,SJC,North America,San Jose,139,14.1
104.17.0.114,2052,FALSE,SJC,North America,San Jose,151,14.1
104.17.183.67,2052,FALSE,SJC,North America,San Jose,139,14.09
104.17.86.90,80,FALSE,SJC,North America,San Jose,148,14.08
104.16.195.248,8080,FALSE,SJC,North America,San Jose,170,14.08
104.17.185.24,80,FALSE,SJC,North America,San Jose,183,14.08
104.18.156.5,8880,FALSE,SJC,North America,San Jose,156,14.08
104.16.206.218,8880,FALSE,SJC,North America,San Jose,160,14.08
104.17.181.79,2082,FALSE,SJC,North America,San Jose,151,14.07
104.16.187.214,80,FALSE,SJC,North America,San Jose,153,14.07
104.17.181.23,2052,FALSE,SJC,North America,San Jose,157,14.06
104.16.138.250,2086,FALSE,SJC,North America,San Jose,147,14.06
104.16.239.233,2082,FALSE,SJC,North America,San Jose,148,14.06
104.16.184.184,80,FALSE,SJC,North America,San Jose,150,14.06
104.17.29.145,2086,FALSE,SJC,North America,San Jose,154,14.05
104.17.190.11,2052,FALSE,SJC,North America,San Jose,159,14.04
104.18.182.145,2052,FALSE,SJC,North America,San Jose,159,14.04
104.16.232.118,2086,FALSE,SJC,North America,San Jose,153,14.04
104.18.253.83,2086,FALSE,SJC,North America,San Jose,156,14.01
104.17.192.158,2086,FALSE,SJC,North America,San Jose,148,13.99
104.19.221.134,8880,FALSE,SJC,North America,San Jose,135,13.98
104.17.244.246,2082,FALSE,SJC,North America,San Jose,141,13.97
104.18.87.19,2082,FALSE,SJC,North America,San Jose,134,13.97
104.16.213.171,8080,FALSE,SJC,North America,San Jose,139,13.96
104.17.192.166,2052,FALSE,SJC,North America,San Jose,155,13.96
104.18.252.167,8880,FALSE,SJC,North America,San Jose,158,13.95
104.17.213.166,8080,FALSE,SJC,North America,San Jose,167,13.95
104.18.79.6,2082,FALSE,SJC,North America,San Jose,147,13.95
104.17.7.239,2086,FALSE,SJC,North America,San Jose,157,13.94
104.17.6.167,80,FALSE,SJC,North America,San Jose,142,13.93
104.18.157.176,2086,FALSE,SJC,North America,San Jose,151,13.93
104.16.173.164,8080,FALSE,SJC,North America,San Jose,170,13.92
104.19.163.0,8880,FALSE,SJC,North America,San Jose,135,13.92
104.17.101.121,2086,FALSE,SJC,North America,San Jose,159,13.91
104.19.255.176,2052,FALSE,SJC,North America,San Jose,135,13.9
104.16.244.136,2086,FALSE,SJC,North America,San Jose,163,13.9
104.17.181.238,80,FALSE,SJC,North America,San Jose,170,13.9
104.18.94.88,80,FALSE,SJC,North America,San Jose,145,13.9
104.18.97.16,2082,FALSE,SJC,North America,San Jose,125,13.9
104.16.225.248,2086,FALSE,SJC,North America,San Jose,141,13.89
104.19.243.180,2082,FALSE,SJC,North America,San Jose,157,13.88
104.18.124.238,8880,FALSE,SJC,North America,San Jose,148,13.88
104.16.199.44,8880,FALSE,SJC,North America,San Jose,157,13.88
104.16.119.25,8880,FALSE,SJC,North America,San Jose,140,13.88
104.16.143.67,8080,FALSE,SJC,North America,San Jose,139,13.88
104.17.93.150,80,FALSE,SJC,North America,San Jose,161,13.86
104.16.251.178,2052,FALSE,SJC,North America,San Jose,152,13.86
104.16.125.20,2052,FALSE,SJC,North America,San Jose,154,13.84
104.17.48.65,2052,FALSE,SJC,North America,San Jose,142,13.83
104.16.230.177,2082,FALSE,SJC,North America,San Jose,157,13.83
104.16.119.219,2052,FALSE,SJC,North America,San Jose,151,13.82
104.19.177.237,2052,FALSE,SJC,North America,San Jose,144,13.82
104.18.71.244,2082,FALSE,SJC,North America,San Jose,148,13.8
104.17.212.229,80,FALSE,SJC,North America,San Jose,149,13.8
104.18.143.226,2086,FALSE,SJC,North America,San Jose,147,13.8
104.16.189.130,8880,FALSE,SJC,North America,San Jose,159,13.8
104.16.35.16,80,FALSE,SJC,North America,San Jose,147,13.78
104.16.198.125,8080,FALSE,SJC,North America,San Jose,145,13.78
141.101.115.177,2082,FALSE,SJC,North America,San Jose,149,13.77
104.17.219.147,2082,FALSE,SJC,North America,San Jose,162,13.73
104.18.172.226,8880,FALSE,SJC,North America,San Jose,140,13.73
104.16.236.129,2052,FALSE,SJC,North America,San Jose,145,13.72
104.17.125.38,2082,FALSE,SJC,North America,San Jose,149,13.72
104.16.187.54,2086,FALSE,SJC,North America,San Jose,154,13.72
104.17.121.129,2086,FALSE,SJC,North America,San Jose,151,13.71
104.19.230.96,2052,FALSE,SJC,North America,San Jose,148,13.7
104.16.204.73,2086,FALSE,SJC,North America,San Jose,158,13.7
104.17.159.251,2052,FALSE,SJC,North America,San Jose,139,13.7
104.18.157.112,8880,FALSE,SJC,North America,San Jose,153,13.7
104.17.206.96,2082,FALSE,SJC,North America,San Jose,156,13.7
104.17.241.129,8080,FALSE,SJC,North America,San Jose,154,13.69
104.18.81.222,2052,FALSE,SJC,North America,San Jose,157,13.69
104.17.156.218,8080,FALSE,SJC,North America,San Jose,162,13.68
104.17.241.167,2086,FALSE,SJC,North America,San Jose,149,13.67
104.16.234.225,2082,FALSE,SJC,North America,San Jose,134,13.66
104.16.161.23,8880,FALSE,SJC,North America,San Jose,162,13.65
104.17.20.55,2086,FALSE,SJC,North America,San Jose,149,13.65
104.17.250.59,80,FALSE,SJC,North America,San Jose,175,13.65
104.16.144.184,80,FALSE,SJC,North America,San Jose,167,13.64
104.17.199.210,2086,FALSE,SJC,North America,San Jose,132,13.64
104.16.238.196,2086,FALSE,SJC,North America,San Jose,144,13.64
104.19.164.67,8880,FALSE,SJC,North America,San Jose,150,13.64
104.16.198.30,2052,FALSE,SJC,North America,San Jose,151,13.63
198.41.209.34,2052,FALSE,SJC,North America,San Jose,154,13.63
104.17.89.29,80,FALSE,SJC,North America,San Jose,141,13.62
104.17.211.226,2052,FALSE,SJC,North America,San Jose,153,13.6
104.16.175.223,2082,FALSE,SJC,North America,San Jose,144,13.6
104.19.214.40,8880,FALSE,SJC,North America,San Jose,159,13.59
104.16.139.30,2082,FALSE,SJC,North America,San Jose,141,13.58
104.17.154.27,2086,FALSE,SJC,North America,San Jose,160,13.58
104.17.250.118,2086,FALSE,SJC,North America,San Jose,138,13.58
104.16.191.247,8880,FALSE,SJC,North America,San Jose,163,13.58
104.17.195.52,2082,FALSE,SJC,North America,San Jose,133,13.57
104.21.237.253,80,FALSE,SJC,North America,San Jose,134,13.56
104.16.201.99,2086,FALSE,SJC,North America,San Jose,152,13.53
104.16.153.67,2052,FALSE,SJC,North America,San Jose,145,13.52
104.17.5.26,2052,FALSE,SJC,North America,San Jose,145,13.51
104.17.18.174,8080,FALSE,SJC,North America,San Jose,168,13.51
104.16.136.24,80,FALSE,SJC,North America,San Jose,166,13.51
198.41.219.52,80,FALSE,SJC,North America,San Jose,165,13.5
104.18.186.103,2052,FALSE,SJC,North America,San Jose,144,13.48
104.17.10.84,2052,FALSE,SJC,North America,San Jose,153,13.48
104.16.218.193,2052,FALSE,SJC,North America,San Jose,154,13.47
104.16.231.235,2082,FALSE,SJC,North America,San Jose,154,13.47
104.16.233.129,2086,FALSE,SJC,North America,San Jose,150,13.46
104.17.121.165,2052,FALSE,SJC,North America,San Jose,157,13.46
104.16.199.251,2086,FALSE,SJC,North America,San Jose,160,13.46
104.17.145.203,8080,FALSE,SJC,North America,San Jose,139,13.45
104.17.160.113,2082,FALSE,SJC,North America,San Jose,143,13.44
104.17.50.58,80,FALSE,SJC,North America,San Jose,152,13.43
104.18.177.99,8880,FALSE,SJC,North America,San Jose,135,13.43
104.16.246.15,2082,FALSE,SJC,North America,San Jose,149,13.42
104.17.157.254,2082,FALSE,SJC,North America,San Jose,142,13.4
104.17.244.30,8080,FALSE,SJC,North America,San Jose,139,13.4
104.17.230.5,8080,FALSE,SJC,North America,San Jose,172,13.39
104.16.147.112,8880,FALSE,SJC,North America,San Jose,157,13.38
104.17.171.11,8080,FALSE,SJC,North America,San Jose,171,13.37
104.19.151.4,2052,FALSE,SJC,North America,San Jose,130,13.37
104.18.76.100,2052,FALSE,SJC,North America,San Jose,159,13.36
104.18.148.44,8880,FALSE,SJC,North America,San Jose,146,13.34
104.17.110.129,2082,FALSE,SJC,North America,San Jose,163,13.33
108.162.198.80,2095,FALSE,SJC,North America,San Jose,160,13.32
104.16.243.215,8880,FALSE,SJC,North America,San Jose,150,13.31
104.16.249.32,8080,FALSE,SJC,North America,San Jose,157,13.28
104.16.190.220,8880,FALSE,SJC,North America,San Jose,144,13.27
104.17.170.190,8080,FALSE,SJC,North America,San Jose,160,13.26
104.16.138.232,2052,FALSE,SJC,North America,San Jose,147,13.25
104.17.37.48,80,FALSE,SJC,North America,San Jose,154,13.24
104.17.81.233,2086,FALSE,SJC,North America,San Jose,147,13.21
104.17.250.9,2082,FALSE,SJC,North America,San Jose,152,13.21
104.18.111.239,2086,FALSE,SJC,North America,San Jose,130,13.18
104.17.61.37,2082,FALSE,SJC,North America,San Jose,149,13.17
104.16.169.175,2086,FALSE,SJC,North America,San Jose,154,13.17
104.17.84.76,2052,FALSE,SJC,North America,San Jose,149,13.16
104.18.79.106,8880,FALSE,SJC,North America,San Jose,160,13.16
104.17.210.185,8080,FALSE,SJC,North America,San Jose,154,13.14
104.19.229.179,8880,FALSE,SJC,North America,San Jose,142,13.13
104.16.197.248,2086,FALSE,SJC,North America,San Jose,145,13.13
104.16.135.153,2052,FALSE,SJC,North America,San Jose,146,13.12
104.17.121.242,2082,FALSE,SJC,North America,San Jose,156,13.08
104.17.14.102,2086,FALSE,SJC,North America,San Jose,149,13.07
104.18.77.51,2052,FALSE,SJC,North America,San Jose,158,13.07
104.18.132.228,2052,FALSE,SJC,North America,San Jose,151,13.07
104.17.91.231,2082,FALSE,SJC,North America,San Jose,148,13.06
104.17.117.211,2052,FALSE,SJC,North America,San Jose,162,13.02
104.17.210.129,2052,FALSE,SJC,North America,San Jose,157,13.02
104.16.243.50,80,FALSE,SJC,North America,San Jose,142,12.99
104.17.33.54,2082,FALSE,SJC,North America,San Jose,141,12.98
104.18.148.88,2082,FALSE,SJC,North America,San Jose,139,12.94
104.16.120.251,8880,FALSE,SJC,North America,San Jose,135,12.92
